AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,BUILDTYPE,MZZONE,REG_FEE,COMMIS,SALES_PRICE,PARK_FACIL
4,1635,2,2,4,2,1,5,432217,176415,8820750,0
1,1631,1,1,4,0,2,3,392056,171525,12251750,1
5,1585,1,1,4,1,1,3,343021,189253,11828320,1
2,1117,1,1,3,3,0,3,368444,203279,12704950,0
4,1296,1,1,3,4,0,3,483116,202235,11235250,1
2,1238,2,1,4,0,2,3,249974,157391,9258310,0
3,1859,3,2,5,1,0,3,624739,336398,16018960,1
3,2239,4,2,6,3,1,4,474107,185017,11563580,0
6,1771,2,1,4,1,1,0,292667,56908,8129650,0
0,626,1,1,2,4,1,0,157549,47265,5251640,1
2,978,1,1,3,0,2,3,204903,114746,8196110,0
5,1586,1,1,4,1,1,3,379590,61555,10259180,0
2,1196,1,1,3,0,2,5,289517,189300,11135270,0
2,1225,2,1,4,0,2,3,300146,177864,11116500,1
2,812,1,1,3,4,1,5,318891,106297,9663350,1
4,1436,2,2,4,0,0,4,401183,106196,11799500,0
4,1019,1,1,3,3,0,4,377001,125667,10472250,1
2,1203,2,1,4,1,0,3,337288,188881,13491500,1
2,1027,1,1,3,1,0,4,307512,141929,11827400,0
6,1974,3,2,5,1,1,4,430247,220639,11031970,1
6,1746,2,1,4,0,1,4,368674,149462,9964150,1
3,1711,2,1,4,1,2,4,430455,81992,10248940,0
5,1918,2,1,5,2,1,4,490397,163466,12574290,1
4,1083,1,1,3,3,2,0,196056,56753,5159375,0
4,826,1,1,2,1,2,0,209081,92925,4646250,0
6,1624,2,1,4,3,2,3,289018,108382,9031800,0
2,1122,1,1,3,1,0,4,408592,210886,13180400,0
1,1906,2,1,5,1,0,3,600629,260273,20020970,0
2,849,1,1,3,3,2,3,190651,84734,7061130,0
1,1793,1,1,4,1,1,3,448462,179385,12813210,1
6,1936,3,2,5,2,1,2,354335,139587,10737430,1
6,1956,3,2,5,1,1,2,297316,67136,9590830,1
3,1778,3,2,5,0,1,3,357068,220542,10502000,1
4,1075,1,1,3,0,0,2,290479,136696,8543500,0
4,541,1,1,2,2,2,2,171294,73412,4894125,1
2,1166,1,1,3,2,0,5,370453,185227,14248200,0
4,533,1,1,2,0,2,0,126016,33004,3000375,0
2,738,1,1,2,1,1,3,191515,38303,7660600,1
5,1771,1,1,4,0,0,4,823645,370640,20591120,1
1,1687,1,1,4,2,1,3,376450,68445,11407570,1
3,1970,3,2,5,4,0,3,493321,224237,14949120,0
4,1620,2,2,4,1,1,4,384857,128286,9163250,1
4,668,1,1,2,0,2,1,155031,41594,3781250,0
6,1542,2,1,4,2,1,5,344951,188155,10453060,1
5,1551,1,1,4,3,2,4,360636,236279,12435730,0
3,2221,4,2,6,4,2,4,385507,280368,11682020,0
6,1522,2,1,4,1,2,3,352210,92687,9268680,0
6,1539,2,1,4,0,1,3,306260,207467,9879360,1
5,1866,2,1,5,4,2,5,470348,297887,15678280,1
1,1874,2,1,5,4,2,5,467285,233643,14602660,1
3,2097,3,2,5,2,2,3,437420,234713,10668780,0
2,1159,1,1,3,2,0,4,372465,186233,12415500,0
3,1438,2,1,4,4,0,5,710941,232144,14509000,1
2,863,1,1,3,4,2,3,234938,36709,7341810,0
4,1292,1,1,3,3,0,4,403221,258475,10339000,0
1,1691,1,1,4,3,1,3,476887,188245,12549660,1
1,1894,2,1,5,2,1,3,494536,228247,12680410,1
2,1174,1,1,3,2,0,5,413176,159939,13328250,0
6,1838,3,2,5,0,1,5,388155,209006,9952680,0
4,1582,2,2,4,3,0,3,389693,289127,12570750,0
3,1951,3,2,5,4,1,3,488648,78184,9772960,0
4,1237,1,1,3,3,2,1,279779,143301,6823875,1
6,1989,3,2,5,4,2,1,339967,119448,9188290,1
2,1129,1,1,3,1,0,5,482265,58456,14614100,1
2,768,1,1,2,4,1,5,216410,89549,7462400,1
2,1056,1,1,3,4,2,3,207922,62376,6930720,0
5,1585,1,1,4,3,0,5,498564,213670,17805860,0
3,1789,3,2,5,1,1,4,356231,142492,11874360,1
6,1869,3,2,5,1,0,5,621712,175355,15941330,0
4,520,1,1,2,4,0,1,178373,57709,5246250,0
2,738,1,1,2,1,0,4,276250,148750,10625000,1
6,1914,3,2,5,0,1,4,424125,117813,11781260,1
1,1576,1,1,4,3,2,3,452160,188400,12560000,0
2,869,1,1,3,4,1,3,225454,61488,6831950,0
0,635,1,1,2,4,1,3,210032,36005,6000900,0
1,1875,2,1,5,1,1,4,556330,248884,14640260,1
3,2344,4,2,6,3,0,5,777513,322384,18963740,0
1,1804,2,1,5,3,1,5,536773,145074,14507380,1
0,985,1,1,3,3,2,1,250764,88505,7375400,0
1,1589,1,1,4,3,0,4,691048,298831,18676960,1
4,1390,2,2,4,3,2,1,365286,166761,7941000,1
3,2435,4,2,6,3,1,5,568097,103290,12911300,0
0,1145,1,1,3,3,2,5,424978,23610,11804935,1
2,714,1,1,2,0,1,5,262126,73723,8191450,0
2,1174,1,1,3,3,0,3,376424,64901,12980150,0
1,1936,2,1,5,1,0,3,533016,362451,21320640,0
4,1477,2,2,4,0,0,2,376134,89084,9898250,0
4,1017,1,1,3,1,0,1,466344,116586,9715500,1
2,943,1,1,3,1,2,3,215904,115663,7710860,0
5,1515,1,1,4,0,2,4,433793,205481,11415610,0
2,1071,1,1,3,4,2,5,287588,102047,9277020,0
6,1937,3,2,5,3,2,3,394821,224088,10670850,0
3,2440,4,2,6,3,2,5,469162,113736,14217020,1
2,892,1,1,3,0,2,3,232799,88303,8027540,1
6,1951,3,2,5,0,0,3,547260,156360,15635990,0
4,1452,2,2,4,3,2,3,352363,144149,8008250,0
6,1605,2,1,4,4,0,1,409863,163945,11710370,0
2,733,1,1,2,1,2,3,217142,112315,7487660,0
4,616,1,1,2,1,2,2,272600,43616,5452000,0
1,1525,1,1,4,1,2,4,360570,216342,12019000,0
3,1577,2,1,4,0,2,3,359504,184361,9218040,0
0,1002,1,1,3,2,2,0,231934,46387,7731120,1
6,1792,2,1,4,0,0,3,553351,261304,15370850,1
2,721,1,1,2,2,2,5,222526,47684,7947370,1
5,1530,1,1,4,2,0,3,658935,156064,17340400,1
2,723,1,1,2,2,0,5,341109,181214,10659650,1
0,840,1,1,3,2,2,1,210509,32892,6578415,0
4,1254,1,1,3,1,2,4,320272,112528,8656000,1
4,1129,1,1,3,3,2,1,297718,64721,6472125,1
0,1272,2,2,4,4,1,5,385694,128565,9889600,0
0,1085,1,1,3,1,1,2,321130,17841,8920280,1
6,1922,3,2,5,3,2,3,354388,118129,10739020,0
2,994,1,1,3,1,0,4,357573,184554,11534600,0
6,1798,2,1,4,2,1,4,291709,94100,9409960,1
6,1544,2,1,4,2,0,4,393146,117944,13104880,0
6,1740,2,1,4,3,2,5,426731,207269,12192300,1
6,1676,2,1,4,4,1,4,303708,107191,8932590,0
0,1209,2,2,4,3,1,4,352185,85378,10672285,1
3,1397,2,1,4,0,0,3,434334,114971,12774540,1
4,1028,1,1,3,2,1,4,326014,63785,7087250,1
0,1063,1,1,3,1,2,3,336826,115784,10525805,1
6,1596,2,1,4,4,1,5,375857,96374,9637350,1
0,648,1,1,2,2,0,3,257413,80442,8044160,0
6,1732,2,1,4,1,2,2,276311,80219,8913270,0
2,1100,1,1,3,1,2,5,238464,45859,9171700,0
2,1182,1,1,3,1,2,5,337180,152275,10876790,0
3,2137,3,2,5,4,2,5,366127,212590,11810540,0
2,1298,2,1,4,1,0,5,528198,128048,16006000,1
6,1581,2,1,4,0,1,1,310536,131978,7763400,1
6,1520,2,1,4,1,2,0,278330,112836,7522430,0
2,785,1,1,2,0,2,5,190715,95358,7335200,0
6,1929,3,2,5,3,0,2,562480,160709,16070870,1
2,765,1,1,2,2,1,3,178376,41164,6860600,1
3,2215,3,2,5,4,1,3,405868,127559,11596240,1
3,1599,2,1,4,1,1,3,304458,213121,10148600,1
3,1320,1,1,3,2,0,3,450347,225174,11851240,0
5,1527,1,1,4,1,0,5,710076,280293,18686210,1
2,803,1,1,3,3,1,4,183908,34057,6811400,0
0,778,1,1,2,2,0,2,294646,19643,9821540,0
5,1917,2,1,5,0,2,4,564223,70528,14105580,0
5,1762,1,1,4,1,0,3,476659,91665,18333020,0
1,1662,1,1,4,1,1,4,516676,232504,12916910,1
0,691,1,1,2,2,1,3,203484,38497,5499565,0
2,1142,1,1,3,3,1,3,282475,145517,8559850,0
4,965,1,1,3,3,1,2,199245,59774,6641500,1
6,1793,2,1,4,4,1,0,237331,62823,6980320,1
2,1021,1,1,3,0,2,5,241924,158181,9304770,0
2,1097,1,1,3,0,0,5,401624,193374,14874950,1
6,1753,2,1,4,3,2,0,221696,96992,6928000,0
5,1941,2,1,5,0,2,5,578850,132309,16538570,1
2,1067,1,1,3,2,1,5,227811,145799,9112450,0
2,733,1,1,2,1,0,4,348109,84390,10548750,1
1,1856,2,1,5,4,2,4,467548,212522,14168130,0
2,961,1,1,3,3,2,4,218460,84023,8402320,0
4,681,1,1,2,2,1,0,132013,23762,2640250,0
6,1550,2,1,4,4,0,1,493507,209740,12337670,0
1,1766,1,1,4,4,0,3,602559,301279,17722310,0
2,983,1,1,3,4,2,5,287311,80806,8978460,0
1,1638,1,1,4,3,1,3,346993,199784,10514930,0
3,2092,3,2,5,3,1,5,560155,228635,11431740,0
2,942,1,1,3,1,1,5,237399,23740,7913300,0
4,1627,2,2,4,1,1,1,248245,127150,6054750,0
2,932,1,1,3,3,1,3,230099,107859,7190600,0
4,715,1,1,2,1,1,2,218945,56009,5091750,0
4,1140,1,1,3,1,2,0,202089,104304,6519000,1
1,1658,1,1,4,3,2,5,373769,129382,14375730,1
0,1112,1,1,3,0,0,2,388742,35340,11780070,0
1,1584,1,1,4,4,2,4,298650,77428,11061120,0
6,1894,3,2,5,1,0,5,560886,240380,16025310,0
0,791,1,1,2,3,1,1,231819,6818,6818200,1
2,715,1,1,2,4,2,4,218514,80122,7283800,0
3,2495,4,2,6,2,1,5,474869,174952,12496560,0
4,1015,1,1,3,3,0,2,269244,186975,7479000,0
2,1125,1,1,3,2,0,4,340349,143994,13090350,0
1,1964,2,1,5,1,2,3,395886,163815,13651240,0
3,1975,3,2,5,4,0,3,648614,324307,15443180,0
3,1759,2,1,4,2,2,4,510010,95627,10625200,0
2,1222,2,1,4,4,2,5,338220,105694,10569390,1
1,1587,1,1,4,0,1,5,272009,152325,10880340,0
6,1992,3,2,5,3,1,0,370435,150177,10011770,1
3,2458,4,2,6,1,0,5,765316,463218,20139900,0
0,837,1,1,3,0,0,3,345787,43223,10805855,1
4,964,1,1,3,3,0,4,361384,132214,8814250,0
4,1170,1,1,3,0,1,1,283404,144594,5783750,1
1,1823,2,1,5,3,0,4,603768,270655,20819590,1
0,1159,1,1,3,3,1,4,334221,135777,10444400,1
0,1288,2,2,4,1,1,3,334129,117928,9827320,0
1,1724,1,1,4,0,1,3,406008,233762,12303260,1
0,1130,1,1,3,2,1,4,348034,49719,9943840,1
1,1977,2,1,5,4,1,3,300826,189409,11141710,0
0,633,1,1,2,3,1,1,191063,5620,5619510,0
2,1237,2,1,4,2,2,5,249835,86481,9609040,0
1,1599,1,1,4,4,1,3,311797,116924,9743650,0
4,969,1,1,3,3,1,1,181761,92814,3867250,0
2,1292,2,1,4,3,1,4,264855,160805,9459100,0
2,1229,2,1,4,2,1,4,278859,102248,9295300,0
2,768,1,1,2,2,1,4,190106,47527,6789500,0
1,1878,2,1,5,4,2,5,427188,256313,14239590,1
3,2134,3,2,5,2,2,4,475705,167140,12856900,1
0,682,1,1,2,1,0,4,343368,49053,9810510,0
5,1815,2,1,5,4,1,3,404436,247880,13046310,1
3,1687,2,1,4,0,1,4,398926,107029,9729900,0
4,535,1,1,2,0,2,3,149931,53821,3844375,0
2,1109,1,1,3,2,1,3,257314,128657,9189800,1
3,1333,2,1,4,0,1,4,371650,202718,8446600,0
6,1987,3,2,5,2,2,4,443017,135366,12306030,1
2,943,1,1,3,0,0,4,354352,36657,12219050,1
6,1633,2,1,4,2,0,4,494752,240308,14135780,1
4,1513,2,2,4,1,0,3,554292,127025,11547750,1
1,1910,2,1,5,0,2,4,569124,270334,14228100,0
6,1581,2,1,4,0,2,5,378264,113479,9456590,0
2,1239,2,1,4,3,2,3,328590,127196,10599680,1
4,1414,2,2,4,0,1,4,332185,199311,9491000,1
2,755,1,1,2,4,1,3,209160,104580,6972000,0
2,826,1,1,3,4,2,4,220258,39332,7866370,1
1,1582,1,1,4,4,1,4,381550,180176,10598610,0
4,1454,2,2,4,4,2,5,339350,142884,8930250,0
4,1226,1,1,3,2,2,3,369103,78533,7853250,1
4,949,1,1,3,2,1,1,186998,37400,4155500,0
1,1875,2,1,5,3,2,3,408310,144884,13171300,0
3,2152,3,2,5,1,1,4,514878,120503,10954860,0
0,1252,2,2,4,0,2,5,419630,53799,10759755,0
1,1601,1,1,4,0,1,4,373857,87966,10995790,0
5,1515,1,1,4,1,2,3,505084,227288,12627100,1
6,1638,2,1,4,2,1,5,412068,206034,10843900,1
6,1979,3,2,5,4,2,0,389344,126537,9733590,1
3,1647,2,1,4,4,1,3,317121,123325,8808920,0
2,1158,1,1,3,2,2,4,327199,137213,10554810,1
3,2323,4,2,6,1,2,5,482101,179066,13774320,0
6,1901,3,2,5,0,0,5,529723,317834,17657420,1
4,1252,1,1,3,0,1,0,198020,153306,6387750,1
6,1891,3,2,5,0,2,4,373374,210023,11667930,1
1,1816,2,1,5,4,2,3,360969,227277,13369230,0
3,1369,2,1,4,1,1,5,445379,267228,11134480,1
2,1167,1,1,3,3,2,3,296160,105089,9553540,1
3,1781,3,2,5,3,0,5,511358,207739,15979940,0
1,1512,1,1,4,3,0,4,563777,205010,17084160,0
5,1611,1,1,4,1,0,5,704197,261559,20119920,0
6,1856,3,2,5,1,2,2,362132,98763,10973700,1
1,1539,1,1,4,2,1,4,268909,64538,10756350,0
3,1965,3,2,5,1,1,4,565405,141351,11779280,1
2,788,1,1,2,1,1,5,214453,145828,8578100,0
2,848,1,1,3,0,2,3,203624,72254,6568510,0
2,987,1,1,3,2,0,3,357773,80787,11541050,1
4,1021,1,1,3,2,1,0,195194,79133,5275500,1
2,1282,2,1,4,0,2,3,269500,157983,9293090,0
4,1254,1,1,3,3,1,1,288463,75000,5769250,0
6,1511,2,1,4,2,1,1,238121,64357,6435700,0
0,920,1,1,3,3,2,4,302175,38990,9747565,1
0,700,1,1,2,0,1,3,233584,96182,6870115,1
6,1929,3,2,5,0,1,1,285536,71384,7931560,0
6,1820,3,2,5,2,2,2,288187,76850,9606220,1
3,2039,3,2,5,3,2,3,412482,206241,10854800,0
0,935,1,1,3,0,1,0,203068,23890,5972585,0
0,648,1,1,2,1,1,1,216187,17529,5842880,0
3,2034,3,2,5,2,1,5,340395,260970,11346500,0
5,1543,1,1,4,0,1,5,324871,56012,11202460,0
3,2366,4,2,6,4,0,3,603127,372519,17739020,0
2,876,1,1,3,1,2,5,299797,31013,10337820,1
3,1422,2,1,4,2,2,3,357091,212325,9651120,1
6,1877,3,2,5,3,1,2,264367,167433,8812240,0
4,916,1,1,3,0,2,3,304739,119246,6624750,0
3,1462,2,1,4,4,0,3,646422,232712,12928440,1
2,859,1,1,3,0,0,4,344544,61526,12305150,1
2,1098,1,1,3,3,0,4,388739,67024,13404800,1
4,1326,1,1,3,1,2,2,397068,173717,8272250,1
6,1866,3,2,5,0,0,5,621946,163670,16367000,1
2,1032,1,1,3,1,2,3,206168,23789,7929540,0
4,579,1,1,2,2,2,3,242493,73312,5639375,1
4,1366,2,2,4,2,0,4,382192,262757,11943500,1
3,1830,3,2,5,1,2,4,435750,196087,10893740,0
6,1912,3,2,5,4,2,2,318570,74333,10618990,1
5,1748,1,1,4,0,2,3,398702,96655,12081890,0
3,2415,4,2,6,2,2,4,549530,267720,14090500,1
1,1887,2,1,5,0,0,5,850799,349046,21815360,1
0,642,1,1,2,0,0,3,364754,121585,9352665,1
2,1210,2,1,4,0,1,5,290149,182686,10746250,1
3,2111,3,2,5,1,2,3,611741,318615,12744600,1
6,1574,2,1,4,1,0,1,408330,96078,12009700,0
5,1525,1,1,4,2,1,5,437410,218705,11510790,0
2,801,1,1,3,2,0,5,336054,91651,10183450,0
5,1642,1,1,4,1,1,3,426693,112288,11228760,0
4,1382,2,2,4,1,0,5,394436,203580,12723750,1
6,1901,3,2,5,4,2,2,302285,160589,9446410,0
2,714,1,1,2,4,1,3,207009,66777,6677700,1
6,1952,3,2,5,0,0,4,613712,132695,16586820,1
2,741,1,1,2,2,1,3,165766,112721,6630650,1
1,1786,1,1,4,0,0,4,621272,103545,20709050,1
4,1047,1,1,3,4,2,3,382997,81489,8148875,1
4,964,1,1,3,1,2,5,381888,114566,7637750,1
4,627,1,1,2,3,1,5,180699,104922,5829000,0
2,921,1,1,3,2,0,5,397690,120512,12051200,1
2,989,1,1,3,1,1,5,262341,115430,10493650,1
0,1217,2,2,4,0,2,5,348034,33681,11226890,0
0,1209,2,2,4,0,1,0,223991,67197,7466370,0
1,1600,1,1,4,2,0,4,497861,276590,18439310,0
2,740,1,1,2,1,0,4,309465,170739,10671200,1
4,1295,1,1,3,3,0,3,345971,154777,9104500,0
2,1005,1,1,3,2,2,5,256261,92254,10250450,1
4,908,1,1,3,4,1,3,271590,86415,6172500,1
4,1260,1,1,3,1,0,5,445434,120388,12038750,0
2,1052,1,1,3,3,1,5,212865,122807,8187100,0
6,1718,2,1,4,2,1,5,413990,119839,10894470,1
2,1286,2,1,4,1,1,4,278204,134306,9593250,0
2,765,1,1,2,3,1,4,239584,115928,7728500,1
2,1206,2,1,4,3,0,3,408051,114764,12751600,0
3,2268,4,2,6,1,0,3,564451,244595,18815020,1
3,1300,1,1,3,1,0,5,492095,259717,13669300,1
4,1010,1,1,3,4,0,2,300602,58654,7331750,0
0,1062,1,1,3,4,1,4,306745,127811,8520705,0
5,1755,1,1,4,4,2,4,432679,97702,13957390,1
0,1157,1,1,3,0,2,1,308296,107904,7707405,0
3,2398,4,2,6,1,0,4,684851,371776,19567180,1
2,1083,1,1,3,0,0,5,468750,85227,14204550,1
5,1730,1,1,4,2,0,5,674655,327690,19275870,0
6,1682,2,1,4,3,2,2,277024,64639,9234130,1
3,1610,2,1,4,1,1,3,322748,93701,10411240,1
4,1460,2,2,4,4,2,0,246293,137466,5727750,1
2,972,1,1,3,1,1,5,275277,28477,9492300,1
4,1116,1,1,3,1,2,1,273886,89432,5589500,0
2,771,1,1,2,3,2,4,231120,57780,8254270,1
3,2453,4,2,6,3,2,4,675762,165493,13791060,1
1,1580,1,1,4,3,2,3,516425,219481,12910620,1
2,1202,2,1,4,4,0,3,334060,205575,12848450,1
2,997,1,1,3,4,2,4,249578,27731,9243640,0
5,1914,2,1,5,1,0,5,855567,263251,21937620,0
0,1297,2,2,4,3,2,2,373258,30264,10088050,1
5,1576,1,1,4,2,1,4,489711,110185,12242780,1
3,1603,2,1,4,4,1,5,390223,210931,10546560,1
2,976,1,1,3,1,1,4,231444,138866,9257750,1
2,743,1,1,2,3,1,3,149545,26705,5340900,0
1,1949,2,1,5,2,0,3,655350,211403,21140330,0
6,1992,3,2,5,1,2,3,448669,207078,11504330,1
0,632,1,1,2,1,2,1,226352,20577,6859145,1
4,1275,1,1,3,0,1,0,202487,125066,5955500,1
3,1847,3,2,5,4,2,4,572901,222145,11691860,1
6,1953,3,2,5,2,0,0,497346,89267,12752470,0
6,1966,3,2,5,3,0,3,515456,249414,16627610,1
4,1257,1,1,3,4,2,3,207921,56706,6300625,0
0,1028,1,1,3,2,0,0,351378,113348,11334780,1
4,592,1,1,2,4,2,5,208002,167744,6709750,1
0,797,1,1,2,1,1,4,250068,40334,8066720,1
1,1866,2,1,5,3,0,4,576767,357993,19888500,0
5,1783,1,1,4,2,1,3,298272,83516,11930880,0
4,1189,1,1,3,1,0,4,415180,145313,10379500,1
4,1089,1,1,3,1,0,4,343472,176940,10408250,0
1,1892,2,1,5,3,2,4,457930,192035,14771930,1
1,1775,1,1,4,2,2,5,519758,119944,13327120,0
4,737,1,1,2,0,1,0,143504,85206,4484500,1
6,1601,2,1,4,3,2,0,246695,148017,8223180,1
3,2447,4,2,6,1,1,3,555058,224385,11809740,0
1,1539,1,1,4,1,0,4,593509,89926,17985130,0
1,1970,2,1,5,3,2,5,577955,197721,15209340,0
2,1282,2,1,4,2,2,4,346821,127168,11560690,1
4,1661,2,2,4,3,0,2,368678,98314,12289250,1
1,1529,1,1,4,1,1,4,320068,96020,10668930,0
3,1777,3,2,5,4,0,4,726560,142153,15794780,1
4,1596,2,2,4,3,0,1,282143,159881,9404750,0
2,812,1,1,3,1,1,4,250514,101771,7828550,0
0,964,1,1,3,2,2,1,223492,18624,6208110,0
6,1902,3,2,5,1,0,4,569790,217861,16758540,1
1,1973,2,1,5,3,1,5,524343,145651,14565090,1
3,2443,4,2,6,1,2,4,566346,261391,14521700,1
4,1679,2,2,4,0,0,0,321632,221122,10051000,0
0,871,1,1,3,1,0,1,381176,152471,10890755,0
3,1890,3,2,5,0,0,3,727590,198434,16536140,1
6,1507,2,1,4,0,2,5,381466,210810,10038580,1
6,1906,3,2,5,2,2,2,300439,187774,9388710,0
6,1880,3,2,5,3,1,4,329325,125918,9686030,0
0,770,1,1,2,2,2,5,328716,90397,8217905,0
2,831,1,1,3,3,2,4,276358,100494,8374470,1
2,1152,1,1,3,3,1,3,185471,37094,7418850,0
2,1277,2,1,4,2,2,4,331731,103666,10366590,1
6,1633,2,1,4,1,2,2,282955,182552,9127590,1
4,991,1,1,3,4,1,0,124498,29486,3276250,0
4,1387,2,2,4,2,0,5,404422,285474,11894750,0
2,1017,1,1,3,2,2,3,248915,67015,9573640,1
3,1643,2,1,4,3,1,4,333920,198547,9024860,0
2,1079,1,1,3,0,0,5,363087,67238,13447650,0
2,842,1,1,3,1,2,4,248682,77177,8575240,1
6,1542,2,1,4,1,1,5,386012,132057,10158220,0
0,876,1,1,3,1,1,0,237894,14418,7208905,1
4,770,1,1,2,2,1,5,223768,125870,6992750,1
2,941,1,1,3,0,0,3,358370,98861,12357600,1
4,1000,1,1,3,1,2,3,213238,71079,6461750,0
4,1258,1,1,3,0,2,1,167336,57522,5229250,0
2,787,1,1,2,3,0,4,361998,192312,11312450,1
2,1186,1,1,3,0,0,3,343682,196390,12274350,0
4,1335,2,2,4,1,2,3,253716,158573,7928625,1
6,1827,3,2,5,4,1,1,296803,84801,8480080,1
4,881,1,1,2,2,0,0,211746,50150,5572250,0
2,1253,2,1,4,3,0,5,459695,47555,15851550,1
6,1754,2,1,4,3,0,5,607779,236359,16882760,1
2,724,1,1,2,3,1,5,274069,79569,8840950,1
2,944,1,1,3,4,2,3,218857,122560,8754280,1
2,1078,1,1,3,2,0,4,463003,98213,14030400,1
1,1871,2,1,5,1,0,4,629977,427485,22499190,1
1,1861,2,1,5,2,0,3,770309,134804,19257730,0
2,1069,1,1,3,1,1,4,256857,132857,8857150,1
6,1861,3,2,5,3,1,1,316555,179667,8555550,1
2,876,1,1,3,4,1,3,218132,22565,7521800,1
4,1216,1,1,3,2,2,5,377422,160605,8030250,0
3,2144,3,2,5,0,2,5,525250,262625,12505960,0
1,1675,1,1,4,2,0,5,723532,215104,19554920,0
6,1721,2,1,4,0,0,5,633022,237383,15825560,0
1,1719,1,1,4,1,0,3,487367,97473,19494670,1
2,832,1,1,3,0,0,5,347668,37250,12416700,1
4,1218,1,1,3,4,2,2,341238,116021,6824750,0
0,1178,1,1,3,2,2,5,398868,70388,11731400,1
5,1551,1,1,4,0,0,4,603994,91514,18302850,1
1,1562,1,1,4,3,0,5,539238,279605,19971770,1
5,1700,1,1,4,0,2,5,445258,194800,13914320,1
2,1263,2,1,4,4,1,5,320443,148777,11444400,1
1,1664,1,1,4,3,0,4,708460,363804,19147580,0
2,1073,1,1,3,2,2,3,304716,47612,9522360,1
4,632,1,1,2,4,1,4,177459,55773,5070250,0
5,1874,2,1,5,2,0,4,767960,131650,21941710,1
2,884,1,1,3,1,1,3,264372,132186,8812400,1
4,657,1,1,2,0,1,1,207970,77989,5199250,1
3,2403,4,2,6,4,1,5,529825,276431,11517940,0
4,1001,1,1,3,4,1,0,211313,64313,4593750,1
5,1734,1,1,4,2,0,3,695964,300957,18809830,0
0,743,1,1,2,1,2,4,331700,82925,8292510,0
2,1244,2,1,4,3,1,4,366760,66684,11113950,1
6,1789,2,1,4,1,0,0,493673,155154,14104940,1
2,1025,1,1,3,1,2,4,319018,125674,9667200,0
5,1778,1,1,4,1,2,3,426034,219889,13743040,0
6,2000,3,2,5,3,0,3,497086,347960,16569530,1
2,1128,1,1,3,3,0,4,343158,203353,12709550,0
0,971,1,1,3,2,1,3,243318,109886,7848980,0
1,1941,2,1,5,0,1,3,471529,196470,13098030,1
2,972,1,1,3,0,2,3,262844,82139,8213890,0
0,700,1,1,2,2,2,0,221491,17038,5679255,0
2,1005,1,1,3,3,1,4,228224,50717,8452750,0
6,1938,3,2,5,1,0,3,477090,190836,15903000,1
0,892,1,1,3,0,0,0,407378,152767,10184450,1
1,1848,2,1,5,2,1,5,489840,105911,13238930,0
2,982,1,1,3,1,1,4,257798,33264,8316050,1
2,780,1,1,2,4,2,4,196856,72180,6561850,0
4,968,1,1,3,4,0,0,184047,94992,5937000,0
2,1285,2,1,4,3,0,3,425890,103246,12905750,0
2,755,1,1,2,4,1,5,234284,106493,7099500,0
6,1930,3,2,5,1,1,3,376809,198871,10466910,1
0,865,1,1,3,0,1,5,399227,69865,9980680,1
0,984,1,1,3,4,2,0,241278,6702,6702170,0
2,1019,1,1,3,3,1,5,309316,129713,9977950,1
4,662,1,1,2,2,1,1,142223,61630,4740750,1
0,644,1,1,2,2,1,5,289032,35034,8758550,1
4,1496,2,2,4,3,0,5,348572,112443,11244250,0
4,1422,2,2,4,2,2,1,339638,163026,6792750,1
5,1804,2,1,5,0,1,4,310982,74636,12439270,0
2,768,1,1,2,1,2,5,309018,113307,10300610,1
4,1079,1,1,3,0,1,4,286630,57326,7165750,1
5,1696,1,1,4,2,2,5,469393,221658,13038690,0
1,1669,1,1,4,0,0,3,539734,107947,17991120,0
2,1230,2,1,4,0,0,4,473664,162822,14802000,1
4,1286,1,1,3,0,2,4,335540,93639,7803250,1
3,1474,2,1,4,4,1,4,290586,79251,8805640,0
6,1869,3,2,5,4,0,3,593964,329980,16499010,1
4,1403,2,2,4,2,1,2,290895,74415,6765000,1
4,1253,1,1,3,0,2,0,332355,120213,7071375,1
4,1633,2,2,4,0,0,3,460605,235659,10711750,0
5,1882,2,1,5,1,0,4,639267,242480,22043680,1
2,1268,2,1,4,3,1,3,235309,33616,8403900,0
1,1756,1,1,4,0,0,3,706942,191065,19106530,1
1,1692,1,1,4,3,2,5,465037,150453,13677550,1
4,1108,1,1,3,4,1,1,256356,48067,5340750,0
3,2399,4,2,6,1,2,4,637030,339749,14156220,1
4,886,1,1,2,2,0,3,310349,235113,9404500,1
6,1684,2,1,4,1,0,1,444600,286839,14341940,1
1,1779,1,1,4,0,1,4,343405,151098,13736210,1
0,653,1,1,2,0,1,4,217047,26309,6577190,0
2,1148,1,1,3,2,1,3,236212,73307,8145250,0
2,1026,1,1,3,4,0,5,426348,113693,14211600,1
1,1734,1,1,4,2,2,3,325496,156720,12055410,0
1,1921,2,1,5,2,0,4,735740,105106,21021130,1
2,1047,1,1,3,0,2,5,273712,84219,10527390,1
6,1826,3,2,5,1,2,0,324102,212692,10128200,1
2,1189,1,1,3,4,0,5,435875,145292,14529150,1
4,1316,1,1,3,3,0,1,471450,75432,9429000,0
4,948,1,1,3,2,0,4,261030,79100,7910000,0
3,1708,2,1,4,3,2,4,367209,129603,10800260,1
4,653,1,1,2,4,2,4,155396,93238,5179875,0
